Date,Week,Month,Year,Lines,Models,DefectsDescription,InspectedQty,DefectsDescriptionqty,DefectStatus,Check
8/3/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Material code change,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A03,BG7,Theindicatorlight/flashisnotbright/weak,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,not detect thefinger print,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A07,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,A663LC,cannotidentify OTG,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,The back camera has a bad white spot,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,illumination can notbeadjusted,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,illumination can notbeadjusted,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,A663LC,Camera not working,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Side key fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A01,A663LC,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A07,X6525,Side key fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,sound ofbothsidesofearphonenot same,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,NFC card identification test,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,A663LC,TP failure,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A01,A663LC,cannotidentify OTG,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,not detect thefinger print,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,A663LC,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A10,A663LC,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A10,A663LC,Camera not working,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A12,BG6,Defective batteries,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,NFC card identification test,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A03,BG6,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,A663LC,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,A663LC,receiver small /Noise,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A01,A663LC,The phone is not turned on,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,A663LC,cannotidentify OTG,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,BG6,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A08,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A07,X6525,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,A663LC,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A01,A663LC,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A03,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A04,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,X6525,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Earphone silent,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A05,A663LC,Camera not working,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A09,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,not detect SIM card,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,not detect SIM card,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A03,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,not detect SIM card,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A10,A663LC,Earphone silent,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A10,A663LC,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/3/2024,31,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Camera not working,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Camera blur/fuzziness,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,receiver small /Noise,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG6,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A12,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,PS fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Front camera is light-leaking,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Vibration fail/continuous,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A06,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A12,BG6,sound ofbothsidesofearphonenot same,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A12,BG6,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,"Micwassilent,soundsmall,andnoisy",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Speakersnoise/lowvolume,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Theindicatorlight/flashisnotbright/weak,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Earphone silent,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,"Screen blackdots,lightspots,colorpoints",0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,TP failure,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,The back camera has a bad white spot,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Mid housing scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A11,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A03,BG7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,Antenna machine band fail,0,1,Scanned,Assembly
8/5/2024,32,August,2024,A18,KJ7,TP scratch,0,1,Scanned,Assembly
